name,state_abbr,lat,long,pop_estimate_2022,county_fips,division,full_name,place_fips,sum_lev,lsadc,display_name,address,url
"Campbell","VA","37.2101515","-79.0954282","55696","31","5","Campbell County","","50","06","Campbell County","","https://www.co.campbell.va.us/"
"Caroline","VA","38.0280328","-77.3537363","30887","33","5","Caroline County","","50","06","Caroline County","119 Ennis St, Bowling Green, VA 22427, USA","http://www.co.caroline.va.us"
"Carroll","VA","36.7319632","-80.7278307","29155","35","5","Carroll County","","50","06","Carroll County","605-1 Pine St, Hillsville, VA 24343, USA","https://carrollcountyva.gov/"
"Castleberry","AL","31.2996776","-87.0291292","486","","6","Castleberry town","12496","160","43","Town of Castleberry","1738 E Cleveland Ave, Castleberry, AL 36432, USA","http://townofberryalabama.org"
"Cayce","SC","33.9504976","-81.0398065","13781","","5","Cayce city","12655","160","25","City of Cayce","1800 12th St, Cayce, SC 29033, USA","https://www.cityofcayce-sc.gov/"
"Cedar Bluff","AL","34.2214223","-85.5885654","1845","","6","Cedar Bluff town","12760","160","43","Town of Cedar Bluff","3420 Spring St, Cedar Bluff, AL 35959, USA","http://www.cedarbluff-al.org"
"Center Point","AL","33.6439031","-86.6845668","16406","","6","Center Point city","13264","160","25","City of Center Point","2209 Center Point Pkwy, Center Point, AL 35215, USA","https://www.cityofcenterpoint.org/"
"Central","SC","34.723733","-82.7796537","5247","","5","Central town","13015","160","43","Town of Central","1067 W Main St, Central, SC 29630, USA","http://www.cityofcentral.org/"
"Centre","AL","34.1530593","-85.6716834","3587","","6","Centre city","13648","160","25","City of Centre","401 E Main St, Centre, AL 35960, USA","http://www.cityofcentre.com"
"Centreville","AL","32.958967","-87.1320431","2800","","6","Centreville city","13672","160","25","City of Centreville","1270 Walnut St, Centreville, AL 35042, USA","http://www.cityofcentre.com"
"Chandler","AZ","33.2827655","-111.8518187","275987","","8","Chandler city","12000","160","25","City of Chandler","175 S Arizona Ave, Chandler, AZ 85225, USA","http://www.chandleraz.gov"
"Chapin","SC","34.1652505","-81.3393417","1809","","5","Chapin town","13150","160","43","Town of Chapin","157 Columbia Ave, Chapin, SC 29036, USA","http://www.chapinsc.com/"
"Charles City","VA","37.3610537","-77.05417","6773","36","5","Charles City County","","50","06","Charles City County","Government and school board administartion building, 10900 Courthouse Rd, Charles City, VA 23030, USA","https://www.charlescityva.us/"
"Charleston","SC","32.828017","-79.9728961","150227","","5","Charleston city","13330","160","25","City of Charleston","80 Broad St, Charleston, SC 29401, USA","https://www.charleston-sc.gov/"
"Charleston","SC","32.8004582","-79.94248","408235","19","5","Charleston County","","50","06","Charleston County","4045 Bridge View Dr, North Charleston, SC 29405, USA","http://www.charlestoncounty.org/"
"Charlottesville","VA","38.0376579","-78.4853806","46553","","5","Charlottesville city","14968","160","25","City of Charlottesville","605 E Main St, Charlottesville, VA 22902, USA","https://www.charlottesville.gov/"
"Charlotte","VA","37.0090421","-78.6585682","11529","37","5","Charlotte County","","50","06","Charlotte County","250 Legrande Ave A, Charlotte Court House, VA 23923, USA","https://www.charlottecountyva.gov/"
"Chatom","AL","31.4691454","-88.2460188","1104","","6","Chatom town","14008","160","43","Town of Chatom","44 W Front St, Chatom, AL 36518, USA","https://chatom.org"
"Chelsea","AL","33.326887","-86.6295188","14982","","6","Chelsea city","14104","160","25","City of Chelsea","11611 Chelsea Rd, Chelsea, AL 35043, USA","https://www.cityofchelsea.com/"
"Cheraw","SC","34.6978945","-79.9139687","5040","","5","Cheraw town","13600","160","43","Town of Cheraw","200 Market St, Cheraw, SC 29520, USA","http://www.cheraw.com/"
"Cherokee","SC","35.0497962","-81.6076469","56216","21","5","Cherokee County","","50","06","Cherokee County","110 Railroad Ave, Gaffney, SC 29340, USA","http://cherokeecountysc.gov/"
"Chesapeake","VA","36.6793761","-76.3017884","249422","","5","Chesapeake city","16000","160","25","City of Chesapeake","306 Cedar Rd, Chesapeake, VA 23322, USA","http://www.cityofchesapeake.net"
"Chester","SC","34.7050202","-81.2132076","5269","","5","Chester city","14095","160","25","City of Chester","100 West End St, Chester, SC 29706, USA","http://www.chestersc.org/"
"Chester","SC","34.6893424","-81.1612488","32294","23","5","Chester County","","50","06","Chester County","1476 J A Cochran Bypass, Chester, SC 29706, USA","https://www.chestercountysc.gov/"
"Chesterfield","SC","34.6370178","-80.1592269","43273","25","5","Chesterfield County","","50","06","Chesterfield County","178 W Main St, Chesterfield, SC 29709, USA","http://www.chesterfieldcountysc.com/"
"Chesterfield","VA","37.3784338","-77.5858474","364548","41","5","Chesterfield County","","50","06","Chesterfield County","9901 Lori Rd, Chesterfield, VA 23832, USA","http://www.chesterfield.gov/"
"Chesterfield","SC","34.7329682","-80.0779075","1357","","5","Chesterfield town","14140","160","43","Town of Chesterfield","112 Main St, Chesterfield, SC 29709, USA","https://www.chesterfield-sc.com/"
"Chicago","IL","41.8370453","-87.6849386","2746388","","3","Chicago city","14000","160","25","City of Chicago","121 N La Salle St # 107, Chicago, IL 60602, USA","https://www.chicago.gov"
"Childersburg","AL","33.2925489","-86.3408438","4754","","6","Childersburg city","14464","160","25","City of Childersburg","","http://www.childersburg.org"
"Chickasaw","AL","30.7714495","-88.0796971","6457","","6","Chickasaw city","14392","160","25","City of Chickasaw","","https://cityofchickasaw.org"
"Christiansburg","VA","37.1406627","-80.4045125","23348","","5","Christiansburg town","16608","160","43","Town of Christiansburg","100 E Main St, Christiansburg, VA 24073, USA","https://www.christiansburg.org/"
"Cincinnati","OH","39.140183","-84.5058289","309317","","3","Cincinnati city","15000","160","25","City of Cincinnati","801 Plum St, Cincinnati, OH 45202, USA","http://www.cincinnati-oh.gov"
"Citronelle","AL","31.0972688","-88.2498429","3946","","6","Citronelle city","15064","160","25","City of Citronelle","19135 Main St, Citronelle, AL 36522, USA","http://cityofcitronelle.com"
"Clanton","AL","32.8455725","-86.6194937","8768","","6","Clanton city","15136","160","25","City of Clanton","505 2nd Ave N, Clanton, AL 35045, USA","https://www.clantonal.gov/"
"Clarendon","SC","33.6646821","-80.2178886","31144","27","5","Clarendon County","","50","06","Clarendon County","","http://www.clarendoncountygov.org/"
"Clarke","VA","39.1153068","-77.9907479","14783","43","5","Clarke County","","50","06","Clarke County","101 Chalmers Ct # B, Berryville, VA 22611, USA","https://www.clarkecounty.gov/"
"Clay","AL","33.6965832","-86.6081819","10291","","6","Clay city","15256","160","25","City of Clay","2441 Old Springville Rd, Birmingham, AL 35215, USA","https://clayalabama.org/"
"Clayhatchee","AL","31.236925","-85.7214778","466","","6","Clayhatchee town","15304","160","43","Town of Clayhatchee","Daleville, AL 36322, USA","https://clayalabama.org"
"Clayton","AL","31.8822767","-85.4604536","2265","","6","Clayton town","15376","160","43","Town of Clayton","45 Reed Ave, Clayton, AL 36016, USA","https://clayalabama.org"
"Clemson","SC","34.6838262","-82.8124067","17681","","5","Clemson city","14950","160","25","City of Clemson","1250 Tiger Blvd # 1, Clemson, SC 29631, USA","https://clemsoncity.org/"
"Clinton","SC","34.4781713","-81.8629675","7633","","5","Clinton city","15295","160","25","City of Clinton","211 N Broad St A, Clinton, SC 29325, USA","http://www.cityofclintonsc.com/"
"Clover","SC","35.1135755","-81.219813","6671","","5","Clover town","15355","160","43","Town of Clover","","http://www.cloversc.org"
"Cobb","GA","33.9399286","-84.5741213","766149","67","5","Cobb County","","50","06","Cobb County","1792 County Services Pkwy, Marietta, GA 30008, USA","http://www.cobbcounty.org"
"Coker","AL","33.2437518","-87.6813292","904","","6","Coker town","16312","160","43","Town of Coker","11549 Eisenhower Dr, Coker, AL 35452, USA","http://townofcoker.com"
"Colleton","SC","32.8350184","-80.6552438","38604","29","5","Colleton County","","50","06","Colleton County","109 Benson St, Walterboro, SC 29488, USA","http://www.colletoncounty.org"
"Colonial Beach","VA","38.2644068","-76.9937289","3908","","5","Colonial Beach town","18400","160","43","Town of Colonial Beach","315 Douglas Ave, Colonial Beach, VA 22443, USA","http://www.colonialbeachva.net"
"Colorado","CO","38.9937669","-105.5087122","5773714","","8","Colorado","","40","00","Colorado","","https://co.colorado.gov/"
"Colorado Springs","CO","38.8672553","-104.760749","478961","","8","Colorado Springs city","16000","160","25","City of Colorado Springs","107 N Nevada Ave # 300, Colorado Springs, CO 80903, USA","https://coloradosprings.gov/"
"Columbia","SC","34.0405186","-80.9060995","136632","","5","Columbia city","16000","160","25","City of Columbia","1737 Main St, Columbia, SC 29201, USA","https://columbiasc.gov/"
"Columbus","GA","32.510197","-84.874946","206922","","5","Columbus city","19000","160","25","City of Columbus","Schwob School of Music, 100 E 10th St, Columbus, GA 31901, USA","https://www.columbusga.gov"
"Columbus","OH","39.9855308","-82.985594","905748","","3","Columbus city","18000","160","25","City of Columbus","90 W Broad St, Columbus, OH 43215, USA","https://www.columbus.gov"
"Conway","SC","33.8386652","-79.042966","24849","","5","Conway city","16405","160","25","City of Conway","229 N Main St, Conway, SC 29526, USA","https://www.conwaysc.gov/"
"Cottonwood","AL","31.0540333","-85.2995597","1048","","6","Cottonwood town","17824","160","43","Town of Cottonwood","12769 Cottonwood Rd, Cottonwood, AL 36320, USA","http://www.cottonwoodalabama.com"
"County Line","AL","33.8207245","-86.7194667","311","","6","County Line town","17968","160","43","Town of County Line","","http://mycountyline.org"
"Covington","VA","37.7810603","-79.9854337","5737","","5","Covington city","19728","160","25","City of Covington","","https://covington.va.us"
"Cowpens","SC","35.0186168","-81.8041208","2023","","5","Cowpens town","17260","160","43","Town of Cowpens","5332 N Main St, Cowpens, SC 29330, USA","https://www.townofcowpens.com/"
"Craig","VA","37.4736031","-80.2310507","4892","45","5","Craig County","","50","06","Craig County","","http://craigcountyva.gov"
"Crenshaw","AL","31.7303106","-86.3200384","13194","41","6","Crenshaw County","","50","06","Crenshaw County","29 S Glenwood Ave # 202, Luverne, AL 36049, USA","https://www.crenshawcountyalonline.com/"
"Creola","AL","30.8742491","-88.0095357","1936","","6","Creola city","18304","160","25","City of Creola","9615 Old Hwy 43, Creola, AL 36525, USA","http://www.cityofcreola.org"
"Crossville","AL","34.2826972","-85.9997368","1830","","6","Crossville town","18856","160","43","Town of Crossville","14521 AL-68, Crossville, AL 35962, USA","https://crossvillealabama.com"
"Cullman","AL","34.1768698","-86.8406556","18213","","6","Cullman city","18976","160","25","City of Cullman","204 2nd Ave NE, Cullman, AL 35055, USA","https://cullmanal.gov/"
"Culpeper","VA","38.4859303","-77.9564758","52552","47","5","Culpeper County","","50","06","Culpeper County","1014 S Main St, Culpeper, VA 22701, USA","https://web.culpepercounty.gov/"
"Culpeper","VA","38.4702917","-77.9997639","20062","","5","Culpeper town","20752","160","43","Town of Culpeper","400 S Main St #105, Culpeper, VA 22701, USA","https://www.culpeperva.gov/"
"Dadeville","AL","32.8261139","-85.7762009","3084","","6","Dadeville city","19336","160","25","City of Dadeville","216 S Broadnax St, Dadeville, AL 36853, USA","https://cityofdadevilleal.org"
"Daleville","AL","31.2915332","-85.7117111","4866","","6","Daleville city","19360","160","25","City of Daleville","740 S Daleville Ave, Daleville, AL 36322, USA","http://www.dalevilleal.com/"
"Dallas","TX","32.7933334","-96.7665128","1304379","","7","Dallas city","19000","160","25","City of Dallas","","https://dallascityhall.com"
"Danvers","MA","42.5741744","-70.9505165","28087","9","1","Danvers town","16250","60","43","Town of Danvers","1 Sylvan St, Danvers, MA 01923, USA","https://www.danversma.gov/"
"Danville","VA","36.5833337","-79.4080707","42590","","5","Danville city","21344","160","25","City of Danville","","http://www.danville-va.gov"
"Daphne","AL","30.6277019","-87.8839916","27462","","6","Daphne city","19648","160","25","City of Daphne","1705 Main St, Daphne, AL 36526, USA","http://www.daphneal.com"
"Darlington","SC","34.3014136","-79.8669831","6149","","5","Darlington city","18565","160","25","City of Darlington","400 Pearl St, Darlington, SC 29532, USA","https://www.cityofdarlington.com/"
"Darlington","SC","34.3321854","-79.9621155","62905","31","5","Darlington County","","50","06","Darlington County","1 Public Square #210, Darlington, SC 29532, USA","http://www.darcosc.com/"
"Dauphin Island","AL","30.2509134","-88.1712682","1778","","6","Dauphin Island town","19744","160","43","Town of Dauphin Island","1011 Bienville Blvd, Dauphin Island, AL 36528, USA","http://www.townofdauphinisland.org"
"Davenport","IA","41.5568204","-90.6039479","101724","","4","Davenport city","19000","160","25","City of Davenport","226 W 4th St, Davenport, IA 52801, USA","https://www.davenportiowa.com/"
"Decatur","AL","34.5729952","-86.9899008","57938","","6","Decatur city","20104","160","25","City of Decatur","402 Lee St NE, Decatur, AL 35601, USA","http://www.cityofdecatural.com"
"Demopolis","AL","32.4997443","-87.826678","7162","","6","Demopolis city","20296","160","25","City of Demopolis","211 N Walnut Ave, Demopolis, AL 36732, USA","https://demopolisal.gov"
"Denver","CO","39.7618502","-104.8811054","715522","","8","Denver city","20000","160","25","City of Denver","1437 Bannock St, Denver, CO 80202, USA","https://denvergov.org/"
"Des Moines","IA","41.5725898","-93.6102428","214133","","4","Des Moines city","21000","160","25","City of Des Moines","400 Robert D. Ray Dr, Des Moines, IA 50309, USA","https://www.dsm.city/"
"Detroit","MI","42.3830375","-83.1022365","639111","","3","Detroit city","22000","160","25","City of Detroit","2 Woodward Ave #1340, Detroit, MI 48226, USA","https://detroitmi.gov/"
"Dickenson","VA","37.1367011","-82.3492199","14124","51","5","Dickenson County","","50","06","Dickenson County","818 Happy Valley Dr, Clintwood, VA 24228, USA","https://www.dickensonva.org/"
"Dillon","SC","34.4245181","-79.3675387","6384","","5","Dillon city","19420","160","25","City of Dillon","501 S 1st Ave, Dillon, SC 29536, USA","http://www.cityofdillonsc.us"
"Dillon","SC","34.3901723","-79.3749638","28292","33","5","Dillon County","","50","06","Dillon County","109 S 3rd Ave, Dillon, SC 29536, USA","https://www.dilloncountysc.org/"
"Dinwiddie","VA","37.0734984","-77.6354922","27947","53","5","Dinwiddie County","","50","06","Dinwiddie County","14010 Boydton Plank Rd, Dinwiddie, VA 23841, USA","http://www.dinwiddieva.us"
"Dora","AL","33.7281156","-87.0812917","2297","","6","Dora city","21136","160","25","City of Dora","Dora Municipal Park, 1445 Sharon Blvd, Dora, AL 35062, USA","https://cityofdora.com"
"Dorchester","SC","33.0821859","-80.4046966","161540","35","5","Dorchester County","","50","06","Dorchester County","201 Johnston St, St George, SC 29477, USA","https://www.dorchestercountysc.gov/"
"Dothan","AL","31.2336983","-85.4068225","71072","","6","Dothan city","21184","160","25","City of Dothan","126 N St Andrews St, Dothan, AL 36303, USA","http://www.dothan.org"
"Double Springs","AL","34.1496478","-87.3894471","1119","","6","Double Springs town","21280","160","43","Town of Double Springs","21 Main St, Double Springs, AL 35553, USA","https://townofdoublesprings.municipalimpact.com"
"Douglas","GA","33.7012421","-84.7673139","144237","97","5","Douglas County","","50","06","Douglas County","8700 Hospital Dr, Douglasville, GA 30134, USA","https://www.douglascountyga.gov/"
