name,state_abbr,lat,long,pop_estimate_2022,county_fips,division,full_name,place_fips,sum_lev,lsadc,display_name,address,url,highest_score,contact_place_id
Southeast Island School District,AK,55.6827733,-133.1623885,170,,9,Southeast Island School District,700,970,0,Southeast Island School District,"1010 Sandy Beach Rd, Thorne Bay, AK, 99919",http://www.sisd.org,0.7307692307692308,65a603f5c769fa16f65912a0
Tuskegee,AL,32.4187228,-85.6825088,9395,,6,Tuskegee city,77304,160,25,City of Tuskegee,"101 Fonville St, Tuskegee, AL 36083, USA",http://www.tuskegeealabama.gov/,0.775,65a603f5c769fa16f659148e
Florida,FL,28.3989775,-82.5143005,21538187,,5,Florida,,40,0,Florida,,https://www.myflorida.com/,0.7307692307692308,65a603f5c769fa16f659147e
Fultondale,AL,33.617363,-86.8014361,9876,,6,Fultondale city,28552,160,25,City of Fultondale,"1210 Old Walker Chapel Rd, Fultondale, AL 35068, USA",https://fultondale.com,0.7096774193548387,6542a31fa129cb65b87a7896
San Antonio,TX,29.4634081,-98.5242867,1434625,,7,San Antonio city,65000,160,25,City of San Antonio,"100 Military Plaza #4, San Antonio, TX 78205, USA",https://www.sa.gov,0.8947368421052632,6542a30ba129cb65b87a3f9e
Yemassee,SC,32.6948503,-80.8690474,1080,,5,Yemassee town,79450,160,43,Town of Yemassee,"101 Town Cir, Yemassee, SC 29945, USA",https://www.townofyemassee.org/town-council,0.7674418604651163,6542a35ba129cb65b87affac
Bloomingdale Park District,il,,,,,,Bloomingdale Park District,,360,,Bloomingdale Park District,,https://www.bloomingdaleparks.org/,0.6799999999999999,657f993daf7027edb912d5b1
Baxter,AR,36.2802684,-92.3299488,41627,5,7,Baxter County,,50,6,Baxter County,"720 Hickory St, Mountain Home, AR 72653, USA",https://www.baxtercountyar.gov,0.7333333333333334,6542a305a129cb65b87a35af
Berryville,AR,36.3710276,-93.5703871,5682,,7,Berryville city,5560,160,25,City of Berryville,"305 E Madison Ave, Berryville, AR 72616, USA",https://berryvillear.gov/,0.72,65a603f5c769fa16f6591314
Hanover,VA,37.7602149,-77.4913168,109979,85,5,Hanover County,,50,6,Hanover County,"7516 County Complex Rd, Hanover, VA 23069, USA",http://www.hanovercounty.gov/,0.8064516129032258,6542a35ba129cb65b87affdd
New Kent,VA,37.5101601,-76.9993305,22945,127,5,New Kent County,,50,6,New Kent County,,https://www.co.new-kent.va.us/,0.6333333333333333,6542a32ba129cb65b87a98dd
Texas,TX,31.4347032,-99.2818238,29145505,,7,Texas,,40,0,Texas,,https://www.texas.gov/,0.8181818181818181,6542a30ba129cb65b87a3f9e
Northwest Arctic,AK,67.0050655,-160.0210864,7793,188,9,Northwest Arctic Borough,,50,4,Northwest Arctic Borough,"163 Lagoon St, Kotzebue, AK 99752, USA",http://www.nwabor.org/,0.7586206896551724,65a603f5c769fa16f65911d8
Juneau,AK,58.3729099,-134.1784454,32255,,9,Juneau city and borough,36400,160,53,City and Borough of Juneau,"155 S Seward St, Juneau, AK 99801, USA",https://juneau.org,0.782608695652174,65a603f5c769fa16f659120f
North Slope Borough School District,AK,70.3083867,-153.6058444,2044,,9,North Slope Borough School District,610,970,0,North Slope Borough School District,"829 Aivik St, Utqiagvik, AK, 99723",https://www.nsbsd.org/,0.8181818181818181,65a603f5c769fa16f65914ca
Alpena,MI,45.0744747,-83.4435713,10197,,3,Alpena city,1740,160,25,City of Alpena,"208 N 1st Ave #1, Alpena, MI 49707, USA",https://www.alpena.mi.us/,0.72,6542a34ca129cb65b87ad6d5
York,SC,34.9701875,-81.1831873,282090,91,5,York County,,50,6,York County,"1675 York Hwy, York, SC 29745, USA",http://www.yorkcountygov.com/,0.7837837837837838,6542a375a129cb65b87b3cd2
Hale,AL,32.7527958,-87.6230608,14785,65,6,Hale County,,50,6,Hale County,"1001 Main St, Greensboro, AL 36744, USA",https://www.halecountyal.gov,0.78125,6542a323a129cb65b87a86b6
Georgetown,SC,33.4175309,-79.2963325,63404,43,5,Georgetown County,,50,6,Georgetown County,"716 Prince St, Georgetown, SC 29440, USA",https://www.gtcounty.org/,0.88,6542a2eaa129cb65b87a06ac
Manning,SC,33.6933226,-80.2167614,3878,,5,Manning city,44350,160,25,City of Manning,"29 W Boyce St, Manning, SC 29102, USA",http://www.cityofmanning.org/,0.7352941176470589,6542a35fa129cb65b87b0dda
Albuquerque,NM,35.1047797,-106.6468093,564559,,8,Albuquerque city,2000,160,25,City of Albuquerque,"1 Civic Plz NW, Albuquerque, NM 87102, USA",http://www.cabq.gov/,0.85,6542a30ba129cb65b87a3f9e
Charlotte,VA,37.0090421,-78.6585682,11529,37,5,Charlotte County,,50,6,Charlotte County,"250 Legrande Ave A, Charlotte Court House, VA 23923, USA",https://www.charlottecountyva.gov/,0.8235294117647058,6542a323a129cb65b87a86b6
Pacolet,SC,34.9053737,-81.7637122,2274,,5,Pacolet town,53845,160,43,Town of Pacolet,"180 Montgomery Ave, Pacolet, SC 29372, USA",https://www.townofpacolet.com/,0.8108108108108107,6542a352a129cb65b87ae0d4
Richmond,VA,37.531399,-77.4760085,226610,,5,Richmond city,67000,160,25,City of Richmond,"900 E Broad St, Richmond, VA 23219, USA",https://rva.gov,0.7894736842105263,6542a359a129cb65b87af617
Skagway School District,AK,59.4745757,-135.3008225,152,,9,Skagway School District,690,970,0,Skagway School District,"1563 Main St, Skagway, AK, 99840",http://www.skagwayschool.org,0.8,65a603f5c769fa16f659129a
Enterprise City School District,AL,31.3258099,-85.8412301,6651,,6,Enterprise City School District,1320,970,0,Enterprise City School District,"220 Hutchinson St, Enterprise, AL, 36330",https://www.enterpriseschools.net/,0.7352941176470589,6542a362a129cb65b87b1223
Atkins,AR,35.2408635,-92.9496435,2859,,7,Atkins city,2590,160,25,City of Atkins,"310 NE 1st St, Atkins, AR 72823, USA",https://atkinscity.org/,0.6571428571428571,65a603f5c769fa16f659155d
Ada,ID,43.4514767,-116.244376,494967,1,8,Ada County,,50,6,Ada County,,https://adacounty.id.gov,0.7272727272727273,6542a2e8a129cb65b87a005e
Albemarle,NC,35.3600394,-80.1921349,16432,,5,Albemarle city,680,160,25,City of Albemarle,"144 N 2nd St, Albemarle, NC 28001, USA",https://www.albemarlenc.gov,0.7037037037037037,6542a2e8a129cb65b87a01bd
Chesterfield,SC,34.7329682,-80.0779075,1357,,5,Chesterfield town,14140,160,43,Town of Chesterfield,"112 Main St, Chesterfield, SC 29709, USA",https://www.chesterfield-sc.com/,0.6744186046511628,6542a30ea129cb65b87a4983
Lansing,MI,42.7143412,-84.5608887,112644,,3,Lansing city,46000,160,25,City of Lansing,"124 W Michigan Ave, Lansing, MI 48933, USA",http://www.lansingmi.gov/,0.6923076923076923,6542a337a129cb65b87ab24e
Nottoway,VA,37.1411668,-78.0538655,15642,135,5,Nottoway County,,50,6,Nottoway County,"344 W Court House Rd, Nottoway Court House, VA 23955, USA",https://www.nottoway.org/,0.72,6542a323a129cb65b87a85bf
Pickens,SC,34.885741,-82.7102018,3388,,5,Pickens city,56140,160,25,City of Pickens,"219 Pendleton St, Pickens, SC 29671, USA",https://www.cityofpickens.com/,0.8064516129032258,6542a31da129cb65b87a72a8
Prince Edward,VA,37.2248813,-78.4329574,21849,147,5,Prince Edward County,,50,6,Prince Edward County,,https://www.co.prince-edward.va.us/,0.6857142857142857,6542a357a129cb65b87aef8c
Tucson,AZ,32.1530357,-110.8707734,542629,,8,Tucson city,77000,160,25,City of Tucson,"255 W Alameda St, Tucson, AZ 85701, USA",http://www.tucsonaz.gov,0.6923076923076923,6542a337a129cb65b87ab24e
Franklin,VA,36.9911862,-79.8827149,54477,67,5,Franklin County,,50,6,Franklin County,"1255 Franklin St, Rocky Mount, VA 24151, USA",http://www.franklincountyva.gov,0.78125,6542a322a129cb65b87a8270
DeKalb,AL,34.4609148,-85.8040207,71608,49,6,DeKalb County,,50,6,DeKalb County,"2401 Calvin Dr SW, 2401 Calvin Dr. S W, Fort Payne, AL 35967, USA",https://dekalbcountyal.us,0.8333333333333334,65a603f5c769fa16f65912b9
Coffee County School District,AL,31.3817704,-85.9795268,2846,,6,Coffee County School District,810,970,0,Coffee County School District,"400 Reddoch Hill Rd, Elba, AL, 36323",https://www.coffeecountyschools.org/,0.8372093023255813,65a603f5c769fa16f65914db
Albertville City School District,AL,34.2662362,-86.2102835,5900,,6,Albertville City School District,5,970,0,Albertville City School District,"8379 US Highway 431, Albertville, AL, 35950",https://www.albertk12.org/,0.896551724137931,65a603f5c769fa16f6591552
Ashdown,AR,33.6745291,-94.1266267,4261,,7,Ashdown city,2380,160,25,City of Ashdown,"250 N 2nd St, Ashdown, AR 71822, USA",http://www.ashdownarkansas.org/,0.7560975609756098,65a603f5c769fa16f659155c
Arab,AL,34.3323868,-86.5011665,8461,,6,Arab city,2116,160,25,City of Arab,"740 N Main St, Arab, AL 35016, USA",https://www.arabcity.org,0.8275862068965517,6542a2eaa129cb65b87a0782
Due West,SC,34.3347734,-82.3903301,1219,,5,Due West town,21040,160,43,Town of Due West,"103 N Main St, Due West, SC 29639, USA",https://duewestsc.com/,0.6,6542a36da129cb65b87b2b85
Moncks Corner,SC,33.180703,-80.0071972,13297,,5,Moncks Corner town,47275,160,43,Town of Moncks Corner,"1003 US-52, Moncks Corner, SC 29461, USA",https://monckscornersc.gov/,0.6666666666666667,6542a2e8a129cb65b87a03af
Chilton,AL,32.8540514,-86.7266071,45014,21,6,Chilton County,,50,6,Chilton County,"500 2nd Ave N, Clanton, AL 35045, USA",https://chiltoncounty.org,0.8064516129032258,65a603f5c769fa16f65912ab
Cobb,GA,33.9399286,-84.5741213,766149,67,5,Cobb County,,50,6,Cobb County,"1792 County Services Pkwy, Marietta, GA 30008, USA",http://www.cobbcounty.org,0.8,6542a2eaa129cb65b87a06ac
Florence,AL,34.8303226,-87.6661386,40184,,6,Florence city,26896,160,25,City of Florence,"110 W College St, Florence, AL 35630, USA",https://florenceal.org,0.7272727272727273,6542a31ca129cb65b87a7081
Strasburg,VA,39.0033912,-78.3495426,7083,,5,Strasburg town,76000,160,43,Town of Strasburg,"174 E King St, Strasburg, VA 22657, USA",http://www.strasburgva.com,0.7878787878787878,6542a362a129cb65b87b1531
Conecuh County School District,AL,31.4190203,-86.9888137,1487,,6,Conecuh County School District,870,970,0,Conecuh County School District,"1455 Ted Bates Road, Evergreen, AL, 36401",http://www.conecuh.k12.al.us/,0.8787878787878788,65a603f5c769fa16f65914dd
Arkansas City,AR,33.6088763,-91.2048964,376,,7,Arkansas City city,1990,160,25,City of Arkansas City,"606 Sprague St, Arkansas City, AR 71630, USA",http://arkansascityusa.com/,0.5555555555555556,65a603f5c769fa16f6591309
Bridgewater,VA,38.3884912,-78.9644518,6596,,5,Bridgewater town,9656,160,43,Town of Bridgewater,"201 Green St, Bridgewater, VA 22812, USA",https://bridgewater.town,0.6666666666666667,6542a306a129cb65b87a3883
Childersburg,AL,33.2925489,-86.3408438,4754,,6,Childersburg city,14464,160,25,City of Childersburg,,http://www.childersburg.org,0.6451612903225806,6542a30ea129cb65b87a4949
Oconee,SC,34.7487656,-83.0615395,78607,73,5,Oconee County,,50,6,Oconee County,"415 S Pine St, Walhalla, SC 29691, USA",https://oconeesc.com,0.7,6542a34fa129cb65b87adac5
Ketchikan Gateway,AK,55.4499378,-131.1066847,13948,130,9,Ketchikan Gateway Borough,,50,4,Ketchikan Gateway Borough,,https://www.kgbak.us,0.75,6542a34ca129cb65b87ad6d5
Marshall,AL,34.3095637,-86.3216681,97612,95,6,Marshall County,,50,6,Marshall County,"3850 Eddy Scant City Rd, Arab, AL 35016, USA",https://www.marshallal.gov,0.7307692307692308,6542a2eaa129cb65b87a0516
Talladega Springs,AL,33.1204519,-86.4377611,144,,6,Talladega Springs town,74616,160,43,Town of Talladega Springs,,http://www.talladega.com/,0.9615384615384616,65a603f5c769fa16f659147e
Autauga County School District,AL,32.5165176,-86.5614831,9202,,6,Autauga County School District,240,970,0,Autauga County School District,"153 W 4th St, Prattville, AL, 36067",https://www.acboe.net/,0.88,65a603f5c769fa16f65914c9
Kingstree,SC,33.6672305,-79.828661,3244,,5,Kingstree town,38590,160,43,Town of Kingstree,"401 N Longstreet St, Kingstree, SC 29556, USA",https://kingstree.org/town-services/administration-finance/,1.0,6542a331a129cb65b87aa182
Prattville,AL,32.4490416,-86.4494009,37781,,6,Prattville city,62328,160,25,City of Prattville,"101 W Main St, Prattville, AL 36067, USA",https://prattvilleal.gov,0.72,65a603f5c769fa16f6591449
Alamogordo,NM,32.8836158,-105.9636103,30898,,8,Alamogordo city,1780,160,25,City of Alamogordo,"1376 E 9th St #5855, Alamogordo, NM 88310, USA",http://ci.alamogordo.nm.us/,0.7407407407407407,6542a2e8a129cb65b87a01df
Darlington,SC,34.3014136,-79.8669831,6149,,5,Darlington city,18565,160,25,City of Darlington,"400 Pearl St, Darlington, SC 29532, USA",https://www.cityofdarlington.com/,0.8048780487804879,6542a315a129cb65b87a5a24
Fort Worth,TX,32.7815183,-97.346746,918915,,7,Fort Worth city,27000,160,25,City of Fort Worth,"200 Texas St, Fort Worth, TX 76102, USA",https://www.fortworthtexas.gov,0.75,6542a31da129cb65b87a74af
Palm Beach,FL,26.6491257,-80.4483542,1492191,99,5,Palm Beach County,,50,6,Palm Beach County,"14200 Okeechobee Blvd, Loxahatchee, FL 33470, USA",https://discover.pbcgov.org/,0.6428571428571428,6542a2e8a129cb65b87a0085
Hale County School District,AL,32.7805971,-87.6302656,2318,,6,Hale County School District,1710,970,0,Hale County School District,"1115 Powers St, Greensboro, AL, 36744",https://www.halek12.org/,0.8,65a603f5c769fa16f65914fb
Carroll,VA,36.7319632,-80.7278307,29155,35,5,Carroll County,,50,6,Carroll County,"605-1 Pine St, Hillsville, VA 24343, USA",https://carrollcountyva.gov/,0.7241379310344828,6542a302a129cb65b87a2f50
Coker,AL,33.2437518,-87.6813292,904,,6,Coker town,16312,160,43,Town of Coker,"11549 Eisenhower Dr, Coker, AL 35452, USA",http://townofcoker.com,0.6,6542a352a129cb65b87ae0d4
Colorado,CO,38.9937669,-105.5087122,5773714,,8,Colorado,,40,0,Colorado,,https://co.colorado.gov/,0.6923076923076923,6542a312a129cb65b87a5136
Louisa,VA,37.9727041,-77.959795,37596,109,5,Louisa County,,50,6,Louisa County,"1 Woolfolk Ave, Louisa, VA 23093, USA",https://www.louisacounty.gov/,0.8055555555555556,6542a337a129cb65b87ab23c
Martinsville,VA,36.6835269,-79.8636475,13485,,5,Martinsville city,49784,160,25,City of Martinsville,,https://www.martinsville-va.gov/,0.7441860465116279,6542a33ca129cb65b87abb27
Milford,MA,42.1586917,-71.5214188,30379,27,1,Milford town,41165,60,43,Town of Milford,,https://www.milfordma.gov/,0.7692307692307692,6542a2e8a129cb65b87a01bd
Eagle-Vail Metropolitan District,CO,,,,,,Eagle-Vail Metropolitan District,,360,,Eagle-Vail Metropolitan District,,https://www.eaglevail.org/Metro-District,0.7843137254901961,657cb7c9aef9f78aa4a990fb
Valdez City School District,AK,61.1231305,-146.3069548,653,,9,Valdez City School District,780,970,0,Valdez City School District,"1112 W Klutina, Valdez, AK, 99686",http://www.valdezcityschools.org/,0.9705882352941176,65a603f5c769fa16f65912a7
Covington County School District,AL,31.2423864,-86.4313404,3040,,6,Covington County School District,930,970,0,Covington County School District,"807 C C Baker Ave, Andalusia, AL, 36421",https://www.cov.k12.al.us/,0.9285714285714286,65a603f5c769fa16f65914e0
Colleton,SC,32.8350184,-80.6552438,38604,29,5,Colleton County,,50,6,Colleton County,"109 Benson St, Walterboro, SC 29488, USA",http://www.colletoncounty.org,0.7435897435897436,6542a312a129cb65b87a509a
Durham,NC,35.9800505,-78.9009765,283506,,5,Durham city,19000,160,25,City of Durham,"101 City Hall Plaza, Durham, NC 27701, USA",https://www.durhamnc.gov,0.7083333333333333,6542a2e8a129cb65b87a03af
Louisiana,LA,30.8634368,-91.7987173,4657757,,7,Louisiana,,40,0,Louisiana,,https://www.louisiana.gov,0.9615384615384616,6542a337a129cb65b87ab24e
San Diego,CA,32.814977,-117.1355615,1386932,,9,San Diego city,66000,160,25,City of San Diego,"202 C St, San Diego, CA 92101, USA",https://www.sandiego.gov,0.7741935483870968,6542a35ba129cb65b87affdd
Van Buren,AR,35.5829532,-92.5159757,15796,141,7,Van Buren County,,50,6,Van Buren County,,http://www.vanburencountyar.com/,0.75,65a603f5c769fa16f659150c
El Dorado,AR,33.2189825,-92.6640713,17756,,7,El Dorado city,21070,160,25,City of El Dorado,"204 N West Ave, El Dorado, AR 71730, USA",https://www.goeldorado.com/,0.7037037037037037,6542a36da129cb65b87b2b85
Columbus,GA,32.510197,-84.874946,206922,,5,Columbus city,19000,160,25,City of Columbus,"Schwob School of Music, 100 E 10th St, Columbus, GA 31901, USA",https://www.columbusga.gov,0.7096774193548387,6542a371a129cb65b87b362e
Dorchester,SC,33.0821859,-80.4046966,161540,35,5,Dorchester County,,50,6,Dorchester County,"201 Johnston St, St George, SC 29477, USA",https://www.dorchestercountysc.gov/,0.7777777777777778,6542a316a129cb65b87a6000
Abingdon,VA,36.7066646,-81.9716269,8376,,5,Abingdon town,148,160,43,Town of Abingdon,"133 W Main St, Abingdon, VA 24210, USA",http://www.abingdon-va.gov,0.65625,6542a323a129cb65b87a86b6
Big Stone Gap,VA,36.8620823,-82.7769049,5254,,5,Big Stone Gap town,7480,160,43,Town of Big Stone Gap,"505 E 5th St S, Big Stone Gap, VA 24219, USA",http://www.bigstonegap.org,0.6923076923076923,6542a302a129cb65b87a300b
Gordo,AL,33.3222863,-87.9036812,1628,,6,Gordo town,30736,160,43,Town of Gordo,"25207 US-82, Gordo, AL 35466, USA",http://www.townofgordo.org,0.6666666666666667,6542a2eda129cb65b87a0c7b
Gordon,AL,31.1436055,-85.0925038,294,,6,Gordon town,30760,160,43,Town of Gordon,"692 Tifton Rd, Gordon, AL 36343, USA",http://www.townofgordo.org,0.6666666666666667,6542a2eda129cb65b87a0c7b
Gordonville,AL,32.1591791,-86.7042347,245,,6,Gordonville town,30808,160,43,Town of Gordonville,"494 Wall St, Gordonville, AL 36040, USA",http://www.townofgordo.org,0.6666666666666667,6542a2eda129cb65b87a0c7b
Hartsville,SC,34.3660033,-80.0832614,7446,,5,Hartsville city,32560,160,25,City of Hartsville,"100 E Carolina Ave, Hartsville, SC 29550, USA",http://www.hartsvillesc.gov/,0.6785714285714286,6542a2e8a129cb65b87a03af
Rochester Hills,MI,42.6634835,-83.1591955,76300,,3,Rochester Hills city,69035,160,25,City of Rochester Hills,"1000 Rochester Hills Dr, Rochester Hills, MI 48309, USA",http://www.rochesterhills.org/,0.6666666666666667,6542a359a129cb65b87af8dd
Marengo,AL,32.2475911,-87.791091,19323,91,6,Marengo County,,50,6,Marengo County,"101 E Coats Ave, Linden, AL 36748, USA",https://www.marengocountyal.com/,0.71875,6542a35ba129cb65b87affdd
Brinkley,AR,34.8897807,-91.1898188,2700,,7,Brinkley city,8950,160,25,City of Brinkley,"233 W Cedar St, Brinkley, AR 72021, USA",https://cityofbrinkley.org/,0.7407407407407407,6542a2eca129cb65b87a083e
Kiawah Island,SC,32.6164419,-80.0605945,2013,,5,Kiawah Island town,38162,160,43,Town of Kiawah Island,"4475 Betsy Kerrison Pkwy, Johns Island, SC 29455, USA",http://www.kiawahisland.org/,0.6333333333333333,6542a2e8a129cb65b87a034e
Beaumont Hospital,mi,,,,,,Beaumont Hospital,,360,,Beaumont Hospital,,https://www.beaumont.org/,0.72,6542a2eaa129cb65b87a06ac
Homewood,AL,33.4585496,-86.8096502,26414,,6,Homewood city,35800,160,25,City of Homewood,"2850 19th St S, Homewood, AL 35209, USA",https://www.cityofhomewood.com/,0.7948717948717949,65a603f5c769fa16f65913b7
Bryant,AR,34.6150589,-92.4913378,20663,,7,Bryant city,9460,160,25,City of Bryant,"210 SW 3rd St, Bryant, AR 72022, USA",https://www.cityofbryant.com/,0.7931034482758621,65a603f5c769fa16f6591446
New Ellenton,SC,33.4196102,-81.6824136,2210,,5,New Ellenton town,49705,160,43,Town of New Ellenton,"200 Main St, New Ellenton, SC 29809, USA",https://newellentonsc.com/,0.7037037037037037,6542a347a129cb65b87ad0b3
Fraser Valley Metropolitan Recreation District,co,,,,,,Fraser Valley Metropolitan Recreation District,,360,,Fraser Valley Metropolitan Recreation District,,https://www.fraservalleyrec.org/,0.8421052631578947,6580bb3aaf7027edb913eda1
Maxwell AFB School District,AL,32.3805982,-86.3469905,2124,,6,Maxwell AFB School District,3,970,0,Maxwell AFB School District,,https://maxwellafbems.dodea.edu/,0.6153846153846154,65a603f5c769fa16f65914be
Alton,IL,38.9038978,-90.1512038,25676,,3,Alton city,1114,160,25,City of Alton,"101 E 3rd St, Alton, IL 62002, USA",https://www.cityofaltonil.gov/,0.7894736842105263,6542a2eaa129cb65b87a04bc
Brunswick,VA,36.7642043,-77.8614832,15849,25,5,Brunswick County,,50,6,Brunswick County,"228 N Main St, Lawrenceville, VA 23868, USA",https://www.brunswickco.com/,0.6875,6542a305a129cb65b87a33b5
Chapin,SC,34.1652505,-81.3393417,1809,,5,Chapin town,13150,160,43,Town of Chapin,"157 Columbia Ave, Chapin, SC 29036, USA",http://www.chapinsc.com/,0.7083333333333333,6542a2e8a129cb65b87a03af
Charlottesville,VA,38.0376579,-78.4853806,46553,,5,Charlottesville city,14968,160,25,City of Charlottesville,"605 E Main St, Charlottesville, VA 22902, USA",https://www.charlottesville.gov/,0.6956521739130435,6542a30ea129cb65b87a4816
Manassas,VA,38.7468077,-77.4826328,42772,,5,Manassas city,48952,160,25,City of Manassas,"9027 Center St, Manassas, VA 20110, USA",https://www.manassasva.gov,0.7307692307692308,6542a2e8a129cb65b87a01bd
Orange,VA,38.2493265,-78.0110923,36254,137,5,Orange County,,50,6,Orange County,"112 W Main St, Orange, VA 22960, USA",http://orangecountyva.gov,0.76,6542a34fa129cb65b87add82
Dallas,AL,32.3335263,-87.11436,38462,47,6,Dallas County,,50,6,Dallas County,"102 Church St #104, Selma, AL 36701, USA",http://www.dallascounty-al.org,0.7333333333333334,6542a2eaa129cb65b87a06ac
Geneva,AL,31.0923822,-85.8210224,26659,61,6,Geneva County,,50,6,Geneva County,"200 N Commerce St, Geneva, AL 36340, USA",https://genevacountyal.gov,0.7428571428571429,65a603f5c769fa16f65912bf
Abbeville,LA,29.9753954,-92.1271575,11186,,7,Abbeville city,100,160,25,City of Abbeville,"101 N State St, Abbeville, LA 70510, USA",https://cityofabbeville.net/,1.0,6542a2e8a129cb65b879fff2
Bessemer,AL,33.3708576,-86.9715222,26019,,6,Bessemer city,5980,160,25,City of Bessemer,"1700 3rd Ave N, Bessemer, AL 35020, USA",http://www.bessemeral.org/,0.9230769230769231,6542a302a129cb65b87a300b
Double Springs,AL,34.1496478,-87.3894471,1119,,6,Double Springs town,21280,160,43,Town of Double Springs,"21 Main St, Double Springs, AL 35553, USA",https://townofdoublesprings.municipalimpact.com,0.5957446808510638,6542a316a129cb65b87a6028
Geneva,AL,31.0448857,-85.876818,4245,,6,Geneva city,29464,160,25,City of Geneva,"517 S Commerce St, Geneva, AL 36340, USA",https://www.genevaal.gov,0.8275862068965517,6542a320a129cb65b87a7b29
Spotsylvania,VA,38.1824314,-77.6572264,140032,177,5,Spotsylvania County,,50,6,Spotsylvania County,"RICHARD E.HOLBERT MEMORIAL BUILDING, 9104 Courthouse Rd, Spotsylvania Courthouse, VA 22553, USA",http://www.spotsylvania.va.us,0.6896551724137931,6542a35fa129cb65b87b0e83
Rainbow City,AL,33.9287768,-86.0842282,10191,,6,Rainbow City city,63288,160,25,City of Rainbow City,"3700 Rainbow Dr, Rainbow City, AL 35906, USA",https://www.rbcalabama.com/,0.8181818181818181,65a603f5c769fa16f659144e
Pelham City School District,AL,33.305749,-86.7875315,3425,,6,Pelham City School District,194,970,0,Pelham City School District,"3160 Pelham Parkway, Pelham, AL, 35124",https://www.pelhamcityschools.org/,0.8529411764705882,65a603f5c769fa16f65912a7
Arab City School District,AL,34.3289306,-86.4965038,2653,,6,Arab City School District,100,970,0,Arab City School District,"750 Arabian Dr NE, Arab, AL, 35016",https://www.arabcityschools.org/,0.8529411764705882,65a603f5c769fa16f65912a7
Harrisburg,AR,35.5637723,-90.7216146,2212,,7,Harrisburg city,30400,160,25,City of Harrisburg,"202 East St, Harrisburg, AR 72432, USA",https://local.arkansas.gov/local.php?agency=Harrisburg,1.0,65a603f5c769fa16f659151f
Allen Park,MI,42.2594735,-83.2103905,28638,,3,Allen Park city,1380,160,25,City of Allen Park,"15915 Southfield Rd, Allen Park, MI 48101, USA",http://www.cityofallenpark.org/,0.7419354838709677,6542a2e8a129cb65b87a0389
Aynor,SC,34.0002296,-79.2071174,974,,5,Aynor town,3430,160,43,Town of Aynor,"600 S Main St, Aynor, SC 29511, USA",https://www.townofaynor.net/,0.9642857142857143,6542a2eda129cb65b87a0c7b
Danvers,MA,42.5741744,-70.9505165,28087,9,1,Danvers town,16250,60,43,Town of Danvers,"1 Sylvan St, Danvers, MA 01923, USA",https://www.danversma.gov/,0.7692307692307692,6542a2e8a129cb65b87a01bd
Darlington,SC,34.3321854,-79.9621155,62905,31,5,Darlington County,,50,6,Darlington County,"1 Public Square #210, Darlington, SC 29532, USA",http://www.darcosc.com/,0.782608695652174,6542a2e8a129cb65b87a03af
Memphis,TN,35.1090176,-89.9665654,633104,,6,Memphis city,48000,160,25,City of Memphis,"125 N Main St, Memphis, TN 38103, USA",https://www.memphistn.gov/,0.8666666666666667,6542a33ea129cb65b87abfab
Monroe,AL,31.5803324,-87.3832656,19772,99,6,Monroe County,,50,6,Monroe County,"160 Wilcox St, Monroeville, AL 36460, USA",https://www.monroecountyal.com/,0.8157894736842105,65a603f5c769fa16f65912d2
Bland,VA,37.1306124,-81.1258532,6270,21,5,Bland County,,50,6,Bland County,"612 Main St, Bland, VA 24315, USA",https://www.blandcountyva.gov,0.78125,6542a322a129cb65b87a8270
Aleknagik,AK,59.2889609,-158.6643428,211,,9,Aleknagik city,1420,160,25,City of Aleknagik,"33 Main St, Aleknagik, AK 99555, USA",https://aleknagikak.gov/,0.6666666666666667,6542a2eca129cb65b87a084a
Wasilla,AK,61.5811357,-149.46079,9054,,9,Wasilla city,83080,160,25,City of Wasilla,"290 E Herning Ave, Wasilla, AK 99654, USA",https://www.cityofwasilla.gov/,0.7333333333333334,6542a31fa129cb65b87a78c4
Alvin,TX,29.424772,-95.2244323,27098,,7,Alvin city,2272,160,25,City of Alvin,"216 W Sealy St, Alvin, TX 77511, USA",http://www.alvin-tx.gov/,0.7083333333333333,6542a2e8a129cb65b87a01bd
Andrews,TX,32.3213357,-102.5518463,13487,,7,Andrews city,3216,160,25,City of Andrews,"111 Logsdon St, Andrews, TX 79714, USA",https://www.cityofandrews.org/,0.8333333333333334,6542a322a129cb65b87a84a8
Jersey City,NJ,40.7114174,-74.0647599,292449,,2,Jersey City city,36000,160,25,City of Jersey City,"280 Grove St, Jersey City, NJ 07302, USA",https://www.jerseycitynj.gov/,0.7837837837837838,6542a32ba129cb65b87a9bfc
Autaugaville,AL,32.4325631,-86.6587521,795,,6,Autaugaville town,3220,160,43,Town of Autaugaville,"109 N Taylor St, Autaugaville, AL 36003, USA",https://autaugavilleal.com/,1.0,65a603f5c769fa16f6591309
Clarksville,AR,35.4539181,-93.4815577,9381,,7,Clarksville city,14140,160,25,City of Clarksville,"205 Walnut St, Clarksville, AR 72830, USA",http://www.clarksvillear.gov/,0.8055555555555556,65a603f5c769fa16f65915b3
Albany,OR,44.6269277,-123.0967414,56472,,9,Albany city,1000,160,25,City of Albany,"333 Broadalbin St SW, Albany, OR 97321, USA",https://albanyoregon.gov/,0.7352941176470589,6542a2e8a129cb65b87a020d
